dot_id,legal_name,dba_name,physical_nationality,physical_fmcsa_region,physical_street,physical_city,physical_county,physical_state,physical_zip,physical_undeliverable,phone,cell_phone,fax,mailing_nationality,mailing_street,mailing_city,mailing_county,mailing_state,mailing_zip,mailing_undeliverable,email,company_rep1,company_rep2
2563169,JL XPRESS,JLX INC,US,9,2400 INBOUND ST SAN DIEGO,SAN DIEGO,59,CA,92154,FALSE,(619) 671-2020,(619) 843-6317,6196712031,US,P O BOX 212410,CHULA VISTA,59,CA,91921,FALSE,pguillen773@gmail.com,Patricia Guillen,Mathew Millican
2575212,KOVATRANS INC,,US,3,10065 SANDMEYER LANE SUITE 302,PHILADELPHIA,101,PA,19116,FALSE,(484) 764-5966,,,US,10065 SANDMEYER LANE,PHILADELPHIA,101,PA,19116,FALSE,safety.kovatrans@yahoo.com,Shuhrat Temirov,
440356,L & S ELECTRIC INC,,US,5,5101 MESKER ST,SCHOFIELD,59,WI,54476,FALSE,(715) 241-3284,,,US,PO BOX 740,SCHOFIELD,59,WI,54476,FALSE,dkrause@lselectric.com,Alan Lewitzke,David Krause
2562869,MILLER DEDICATED SERVICES LLC,,US,3,66 KELLER AVE,LANCASTER,57,PA,17601,FALSE,(609) 265-2511,(609) 864-0362,6092652513,US,66 KELLER AVE,LANCASTER,57,PA,17601,FALSE,darenson@millertransgroup.com,David L Arenson,Mark Joshua Miller
2573332,ARCHWAY LOGISTICS INC,,US,9,44117 DIVISION ST,LANCASTER,31,CA,93535,FALSE,(661) 406-9228,,,US,44117 DIVISION ST,LANCASTER,31,CA,93535,FALSE,archwaylogisticsinc@yahoo.com,Ranjeet Singh Grewal,
2579295,WALPOLE OUTDOORS LLC,,US,1,767 EAST ST ROUTE 27,WALPOLE,17,MA,2081,FALSE,(508) 668-2800,(774) 263-9170,5086687301,US,767 EAST ST ROUTE 27,WALPOLE,17,MA,2081,FALSE,,Sidney A. Tildsley,Sidney Tildsley
2573520,SUPER MIX USA INC,,US,6,4523 E FM 1585,LUBBOCK,303,TX,79404,FALSE,(262) 620-8375,,,US,729 SHERIDAN RD STE 102,WINTHROP HARBOR,97,IL,60096,FALSE,,Tory R Pease,
2579685,MYA TRUCKING LLC,,US,4,4355 WATERS WAY,SNELLVILLE,135,GA,30039,FALSE,(678) 468-0934,,,US,4355 WATERS WAY,SNELLVILLE,135,GA,30039,FALSE,myatruckingllc2015@gmail.com,Henok Yayine,
2579417,OUTER LIMITS TRANSPORTATION INC,,CA,,1535 SNYDERS ROAD EAST,PETERSBURG,0,ON,N0B 2H0,FALSE,(519) 214-0300,(519) 214-0300,5196348908,CA,PO BOX 152,PETERSBURG,0,ON,N0B 2H0,FALSE,brad@outerlimitstrans.com,Brad Schott,
2580382,PMZ LANDSCAPING INC,,US,1,BOX 8535,LANDING,23,NJ,7850,FALSE,(973) 347-7091,,,US,P O BOX 8535,LANDING,23,NJ,7850,FALSE,,Joseph Zaccarino,
2575729,CATALYST PAPER OPERATIONS INC,,US,1,35 HARTFORD STREET,RUMFORD,15,ME,2238,FALSE,(207) 369-2336,(207) 369-2351,2073692751,US,35 HARTFORD STREET,RUMFORD,15,ME,2238,FALSE,rene.chartier@catalystpaper.com,Frank De Costanzo,
2556596,SUSQUEHANNA TRAILWAYS LLC,,US,3,401 EAST CENTRAL AVENUE,AVIS,29,PA,17721,FALSE,(570) 753-5125,,5707533404,US,401 EAST CENTRAL AVENUE,AVIS,29,PA,17721,FALSE,cam@susquehannabus.com,Carl W Kephart Jr,Cam Kephart
2564435,CHESAPEAKE BEVERAGE,,US,3,7001 QUAD AVE,ROSEDALE,5,MD,21237,FALSE,(410) 646-5500,,4106462678,US,7001 QUAD AVE,ROSEDALE,5,MD,21237,FALSE,charles.rock@chesapeakebeverage.com,Charles Rock,Charles Rock
2579374,BROYLES PETROLEUM EQUIPMENT COMPANY INC,,US,7,522 WEST COMMERCIAL ST,SPRINGFIELD,63,MO,65803,FALSE,(417) 863-6800,(417) 863-6822,4178638955,US,522 WEST COMMERCIAL ST,SPRINGFIELD,63,MO,65803,FALSE,lburgess@bpeco.net,Lee Burgess,Carl Hubbard
2572068,CHALLENGER TRUCKING INC,,US,9,17707 BENTLY MANOR PL,CANYON COUNTRY,31,CA,91387,FALSE,(405) 283-0698,,,US,2410 W MEMORIAL RD STE C533,OKLAHOMA CITY,109,OK,73134,FALSE,coast22@cox.net,Gudy Aguilar,
2556379,LSP TRANSPORT LLC,,US,6,1000 S PINE STREET,PONCA CITY,57,OK,74602,FALSE,(979) 361-2175,(979) 450-1895,,US,9423 S STATE HIGHWAY 6,BRYAN,33,TX,77807,FALSE,joe.maple@lubrizol.com,Joseph R Maple,Anthony Smits
2574255,BADGERLAND AGGREGATES,,US,5,3612 LINCOLN AVENUE,TWO RIVERS,57,WI,54241,FALSE,(920) 657-1586,,,US,3612 LINCOLN AVENUE,TWO RIVERS,57,WI,54241,FALSE,,Jeffrey Maples,
2573056,PRAGMATICS INC,,US,3,1761 BUSINESS CENTER DR,RESTON,59,VA,20190,FALSE,(703) 890-8500,(703) 890-8529,,US,1761 BUSINESS CENTER DR,RESTON,59,VA,20190,FALSE,carrigera@pragmatics.com,Amanda Carriger,
2569850,KNS INC,EAST RIVER TRUCKING,US,8,7250 38TH ST NW,PARSHALL,49,ND,58770,FALSE,(701) 862-4500,,7016274507,US,PO BOX 1290,NEW TOWN,49,ND,58763,FALSE,steve.mohr@knsinc.com,Stevemohr,Steven F. Mohr
2578526,RELIANT GROUP INC,,US,10,360 MIDLAND DRIVE,TUKWILA,27,WA,98188,FALSE,(206) 949-4902,,,US,PO BOX 58663,SEATTLE,27,WA,98138,FALSE,mnguyen@reliant-corp.net,Cuong Manh Nguyen,My Quoc Nguyen
2572490,THERMO LEASING CORPORATION,SHOREWOOD RV CENTER,US,5,8390 HWY 10 NW,ANOKA,3,MN,55303,FALSE,(763) 421-2505,,,US,8390 HWY 10 NW,ANOKA,3,MN,55303,FALSE,caryh@shorewooodrv.com,Bonnie Santarsiero,
2580325,WERN AIR INC,,US,8,7205 GILPIN WAY SUITE 120,DENVER,1,CO,80229,FALSE,(303) 463-2996,(303) 475-5811,3034632994,US,7205 GILPIN WAY SUITE 120,DENVER,1,CO,80229,FALSE,rita@wernair.us,K. Earl Wernlein,Frank Wernlein
2571750,SUREFIRE WIRELINE LLC,,US,3,233 NORTH PARK DRIVE,KITTANNING,5,PA,16201,FALSE,(724) 543-1388,(814) 952-7178,,US,233 NORTH PARK DRIVE,KITTANNING,5,PA,16201,FALSE,mneese@surefirewireline.com,Martin J Neese,Martin J Neese
2575578,KING RANCH LLC,,US,10,53244 KESSLER CREEK RD,MYRTLE POINT,9,OR,97458,FALSE,(541) 572-2640,(541) 297-3030,,US,53244 KESSLER CREEK RD,MYRTLE POINT,9,OR,97458,FALSE,,Dal D King,
2575971,FIDUS TRANSPORTATION GROUP LLC,,US,6,3632 W HWY  67,CLEBURNE,251,TX,76033,FALSE,(817) 953-6700,,8063642073,US,PO BOX 1738,HEREFORD,117,TX,79045,FALSE,cstephens@panhandleexpress.co,Kalan Holbrook,Chad Stephens
2577198,BROOMSTICK PRODUCTIONS LLC,,US,1,212 NORTHERN AVENUE,BOSTON,21,MA,1160,FALSE,(617) 574-9660,,6176952956,US,212 NORTHERN AVENUE,BOSTON,21,MA,1160,FALSE,wbenner3@hotmail.com,Ray Landes,Leonard Amato
2578531,ROAD RUNNER STRIPING TECHNOLOGIES INC,,US,4,9405 NW 109TH STREET #7,MEDLEY,86,FL,33178,FALSE,(305) 885-9448,,3058891446,US,9405 NW 109TH STREET #7,MEDLEY,86,FL,33178,FALSE,,Jeniffer Ruiz,
2568902,S&S AUTO TRANSPORT LLC,,US,7,438 EAST 2ND STREET,ELDON,131,MO,65026,FALSE,(573) 392-1001,(573) 480-4649,5735578066,US,438 EAST 2ND STREET,ELDON,131,MO,65026,FALSE,shawndworaczyk@gmail.com,Shawn Dworaczyk,
2573148,DTL BUILDERS INC,,US,8,13077 S 3600 W,RIVERTON,29,UT,84065,FALSE,(801) 285-5665,,8012855666,US,13077 S 3600 W,RIVERTON,29,UT,84065,FALSE,dori.bergdorf@dtlbuilders.com,Dori Bergdorf,Lori Robinson
2575354,WALKER INSPECTION LLC,,US,8,5689 SOUTH WINLAND DRIVE,GILLETE,5,WY,82718,FALSE,(307) 682-8335,(307) 660-7192,,US,PO BOX 2338,GILLETTE,5,WY,82717,FALSE,walkersafety@collinscom.net,Laura Smith,Andy Walker
2568653,FBM BAV LLC,FOUNDATION BUILDING MATERIALS,US,6,10550 MAYBANK DR,DALLAS,113,TX,75220,FALSE,(214) 357-3911,(214) 876-2010,,US,P O BOX 568048,DALLAS,113,TX,75356,FALSE,chris.holland@fbmsales.com,Ruben Mendoza,John Gorey
2570280,GLOBAL TRANSPORTATION USA INC,,US,7,135 NORTH LINDEN STREET,LAMONI,43,IA,50140,FALSE,(641) 784-3437,,6417843434,US,135 NORTH LINDEN STREET,LAMONI,43,IA,50140,FALSE,deb@globaltransport.us,Ignazio Sparapani,Deb Klever
2578146,OMG TRANSPORT INC,,US,5,24142 SOUTH NORTHERN ILLINOIS,CHANNAHON,197,IL,60410,FALSE,(815) 557-6589,,8158468500,US,24142 SOUTH NORTHERN ILLINOIS,CHANNAHON,197,IL,60410,FALSE,omg_dispatch@zoho.com,Dulce Carmargo,
2568408,CEDAR CREST TRANSPORTATION LLC,,US,5,7269 HWY 60,CEDARBURG,89,WI,53012,FALSE,(262) 377-7252,(262) 370-4860,2623775554,US,PO BOX 260,CEDARBURG,89,WI,53012,FALSE,tim.kohlwey@cedarcresticecream.com,Timothy E Kohlwey,Kenneth Kohlwey
2571214,ADVENTURES WITHOUT LIMITS,,US,10,1341 PACIFIC AVE,FOREST GROVE,55,OR,97116,FALSE,(503) 359-2568,,5033594671,US,1341 PACIFIC AVE,FOREST GROVE,55,OR,97116,FALSE,info@awloutdoors.org,Katie Jack,Brad Bafaro
2576112,SKERBECK ENTERTAINMENT GROUP INC,,US,5,5463 DALTON RIDGE,FENNVILLE,5,MI,49408,FALSE,(906) 280-5186,(616) 550-5671,6167435925,US,PO BOX 1062,ESCANABA,33,MI,49829,FALSE,sonja@skerbeck.com,Sonja Skerbeck,Nicole Skerbeck
2579509,ALL FAITHS FOOD BANK INC,,US,4,8171 BLAIKIE CT,SARASOTA,115,FL,34240,FALSE,(202) 521-1493,(941) 313-5594,,US,8171 BLAIKIE CT,SARASOTA,115,FL,34240,FALSE,,John Livingston,
2573481,BLEX LOGISTICS CORP,,US,4,8567 CORAL WAY #393,MIAMI,86,FL,33155,FALSE,(305) 269-4917,(786) 474-1220,,US,8567 CORAL WAY #393,MIAMI,86,FL,33155,FALSE,blexdispatch@gmail.com,Lipsy Medina,
2572115,FSM GROUP LLC,,US,4,1825 LAKE ROBERTS COURT,WINDERMERE,95,FL,34786,FALSE,(407) 448-9623,(407) 448-9623,,US,1825 LAKE ROBERTS COURT,WINDERMERE,95,FL,34786,FALSE,kryan@fsmgroup.us,Keith Ryan,Wade Morrell
2572800,SELECT UTILITY SERVICES LLC,,US,7,30001 E STATE ROUTE 58,PLEASANT HILL,31,MO,64080,FALSE,(816) 540-2550,(816) 985-6549,8165402517,US,30001 E STATE ROUTE 58,PLEASANT HILL,31,MO,64080,FALSE,selectgroundsdon@earthlink.ne,Kellie Edwards,Sam Sherwood
2572003,CHRISTOPHER RICHMOND,,US,7,15291 OAK STREET,GARDEN CITY,83,IA,50102,FALSE,(203) 702-3140,(203) 702-3140,,US,15291 OAK STREET,GARDEN CITY,83,IA,50102,FALSE,,Christopher Richmond,
2571898,NEWMAN CONSTRUCTION II,,US,8,13331 SOUTH REDWOOD ROAD,RIVERTON,29,UT,84065,FALSE,(801) 254-3524,(801) 254-3524,8012546469,US,13331 SOUTH REDWOOD ROAD,RIVERTON,29,UT,84065,FALSE,cdansie@newmanllc.com,Mark Newman,Stuart Davis
2570359,METSON MARINE SERVICES INC,,US,4,142 BIG A WAY,ST MARYS,39,GA,31558,FALSE,(912) 510-0386,,,US,142 BIG A WAY,ST MARYS,39,GA,31558,FALSE,,Daniel Randopoulos,
2579154,HAWAII TOURS AND TRANSPORTATION INC,DISCOVER HAWAII TOURS COM,US,9,955 WAIMANU ST,HONOLULU,3,HI,96814,FALSE,(310) 600-3073,(310) 600-3073,,US,BOX 355,HONOLULU,3,HI,96809,FALSE,dmantid@gmail.com,Danielle Diamond,Pete Sherbrick
2568698,FREIGHT SEEKERS LLC,,US,1,318 FILLMORE AVE,PLAINFIELD,39,NJ,3632,FALSE,(973) 883-0303,,9738830330,US,611 10TH AVE,BELMAR,21,NJ,7719,FALSE,randyk@freightseekersllc.com,Randy Kutny,Anetta Dembiczak
2569111,AMNESIA PRODUCTIONS LLC,,US,4,1144 MAILING AVENUE,ATLANTA,121,GA,30315,FALSE,(404) 662-4060,(770) 596-1618,8663046550,US,1144 MAILING AVENUE,ATLANTA,121,GA,30315,FALSE,craigvogelatl@gmail.com,Craig Vogel,
2577477,PBS FREIGHT SYSTEMS INC,,CA,,10 BLUE IRIS TRAIL,BRAMPTON,0,ON,L6R 0K5,FALSE,(416) 743-4444,,4167433313,CA,10 BLUE IRIS TRAIL,BRAMPTON,0,ON,L6R 0K5,FALSE,info@pbsfreight.com,Prabhjot Athwal,
2569073,AJ FRAZIER INC,,US,5,2237 SAVOY AVENUE,AKRON,153,OH,44305,FALSE,(330) 703-1112,,,US,285 HILBISH AVENUE,AKRON,153,OH,44312,FALSE,cshawn12@gmail.com,Joseph S Frazier,
2554994,IRSHAD SIDDIQUE LLC,DELTA DRIVING FORCE,US,4,131 MAIN ST SUITE 4,JERSEY,297,GA,30018,FALSE,(770) 596-4222,,6786094300,US,PO BOX 251,JERSEY,297,GA,30018,FALSE,askpalm@gmail.com,Alamgir Shaikh,Danny Wilson
2556488,PRIDE GROUP LOGISTICS LTD,PRIDE GROUP LOGISTICS,CA,,6550 DANVILLE RD,MISSISSAUGA,0,ON,L5T 2S6,FALSE,(416) 913-2823,,8778678922,CA,6550 DANVILLE RD,MISSISSAUGA,0,ON,L5T 2S6,FALSE,roger@pridegrouplogistics.com,Peter Zielinska,
2558660,ELY HOLDINGS LLC,,US,4,10 KELLI CLARK CT,CARTERSVILLE,13,GA,30121,FALSE,(678) 792-3151,,7704857370,US,10 KELLI CLARK CT,CARTERSVILLE,13,GA,30121,FALSE,jmiller@elyconcreteconstruction.com,Jonathan Caylor,Jody Miller
2557308,INES RAQUEL MEJIAS DIAZ,FAST TRANSPORT,US,7,1704 1/2 6TH AVE,DODGE CITY,47,KS,67801,FALSE,(620) 371-6079,(620) 255-9003,6203716079,US,PO BOX 1598,DODGE CITY,47,KS,67801,FALSE,rmdjias85@yahoo.com,Ines Raquel Diaz,
2555304,BLACK ICE TRANSPORTATION LLC,,US,5,2700 W BELMONT AVE SUITE A,CHICAGO,25,IL,60618,FALSE,(773) 564-9167,,7733379830,US,2700 W BELMONT AVE SUITE A,CHICAGO,25,IL,60618,FALSE,jesus@blackice-transport.com,Jesus Carmona,
2555882,STAR MATERIALS TRANSPORT LTD,,US,6,698 W HEMPSTEAD,GIDDINGS,287,TX,78942,FALSE,(512) 279-7625,,5122797629,US,PO BOX 707,MANOR,453,TX,78653,FALSE,shampton@statewidematerials.com,Steve Stratton,Latius Prikryl
2554364,AMERICAN ONE LIMO INC,INFINITY TRANSPORTATION MANAGEMENT LLC,US,5,2250 E DEVON AVE SUITE 247,DES PLAINES,25,IL,60018,FALSE,(847) 297-1110,(312) 221-6778,8472971117,US,2250 E DEVON AVE SUITE 247,DES PLAINES,25,IL,60018,FALSE,barry@infinitytransportation.net,Apturrahim Dogan,Karla Garza
2559394,B&T HOLDINGS LLC,,US,6,4500 N PRINCE,CLOVIS,9,NM,88101,FALSE,(575) 762-4759,,5759354444,US,4500 N PRINCE,CLOVIS,9,NM,88101,FALSE,seed@curtisseed.com,Blake Curtis,James T Curtis
2554403,VANQUISH LOGISTICS LLC,,US,4,235 S OLD GLORY RD STE B,MARYVILLE,9,TN,37801,FALSE,(855) 468-2678,(865) 765-2684,8657241481,US,235 SOUTH OLD GLORY ROAD,MARYVILLE,9,TN,37801,FALSE,rwilson@govanquish.com,Robin Wilson,Jason Bothman
2554779,RTG TRANSPORT INC,,US,5,1900 WINDMILL DR,HANOVER PARK,25,IL,60133,FALSE,(224) 830-2566,,6304753833,US,1900 WINDMILL DR,HANOVER PARK,25,IL,60133,FALSE,rtgtransportinc@gmail.com,Svitlana Gusakovska,
2558478,T-LANE TRANSPORTATION ATLANTIC INC,,CA,1,291 KING WILLIAM ROAD,SAINT JOHN,0,NB,E2M 7C9,FALSE,(604) 826-3844,(902) 865-6556,6048263845,CA,32915 MISSION WAY,MISSION,0,BC,V2V 6E4,FALSE,cpalmer@t-lane.ca,Cathie Palmer,Cathie Palmer
2564145,HANG IT UP CONSTRUCTION LLC,,US,8,7410 MAINE LANE,COLORADO SPRINGS,33,CO,80923,FALSE,(501) 269-0764,(719) 310-8655,,US,7410 MAINE LANE,COLORADO SPRINGS,33,CO,80923,FALSE,crubin@hangitupconstruction.c,Casey Rubin,Casey Rubin
2556302,ANDERSON LANDSCAPE & MAINTENANCE LLC,,US,5,1121 CARRINGTON AVE,SOUTH MILWAUKEE,79,WI,53172,FALSE,(414) 254-8881,(414) 254-8881,4147641580,US,1121 CARRINGTON AVE,SOUTH MILWAUKEE,79,WI,53172,FALSE,johnandersonlandscape@yahoo.com,John Anderson,
2555375,FEV TRANSPORT LLC,,US,6,13601 PRESTON RD SUITE W790,DALLAS,113,TX,75240,FALSE,(512) 769-3831,,4693997090,US,PO BOX 741806,DALLAS,113,TX,75374,FALSE,fubu.tx@gmail.com,Abrehem Tewelde,
2565659,RIVERSIDE TRANSPORT LLC,,US,9,14712 HIGHWAY 160,ISLETON,55,CA,95641,FALSE,(916) 777-6076,,9167776321,US,PO BOX 662,ISLETON,55,CA,95641,FALSE,paul@riversideelevator.com,Daniel Wilson,Chiles Wilson
2559580,EVERGREEN HAULING LLC,,US,4,20491 OLD HWY 25,FULTON,47,MS,38843,FALSE,(256) 390-3363,,3346878116,US,619 BEAMS DRIVE,EUFAULA,5,AL,36027,FALSE,larrmcca@gmail.com,Shayne Mccallie,
2562767,PATRIOT CARGO SOLUTIONS LLC,,US,6,4409 PANAMERICAN BLVD,LAREDO,479,TX,78045,FALSE,(956) 237-0194,(956) 723-4220,9567234226,US,3920 SHAHRAM DRIVE,LAREDO,479,TX,78045,FALSE,lgarcia@avi-logistics.com,Luis Garcia,Alvaro Benito Garcia
2562536,TRUCK BULLS TRANSPORTATION INC,,US,5,314 WESTWOOD CT,VERNON HILLS,97,IL,60061,FALSE,(773) 709-8666,(773) 701-1558,,US,314 WESTWOOD CT,VERNON HILLS,97,IL,60061,FALSE,truckbullstrans@gmail.com,Viktor Kushnir,
2561525,MOHAHAPPY INC,,US,5,3283 CLEVELAND AVE UNIT 13,COLUMBUS,49,OH,43224,FALSE,(303) 908-3446,,,US,PO BOX 247775,COLUMBUS,49,OH,43224,FALSE,,Hersi K Abdi,
2561767,TEXAS COIL TUBING SERVICES LLC,,US,6,10218 CROSSROADS LOOP,LAREDO,479,TX,78045,FALSE,(956) 790-1510,(210) 306-4132,2108024630,US,10218 CROSSROADS LOOP,LAREDO,479,TX,78045,FALSE,enrique.resendez@txcoil.com,Enrique Resendez Iii,Ramiro Espericueta
2555364,DRIVING FORCE LOGISTICS LLC,,US,5,1 NOVAE PKWY,MARKLE,69,IN,46770,FALSE,(260) 758-9838,,2607589839,US,1 NOVAE PKWY,MARKLE,69,IN,46770,FALSE,jarod.kuckkuck@novaecorp.com,Jarod Kuckkuck,Jarod Kuckuck
2558709,MILLENIA AERO CORP,,US,9,41 MARGARET AVE,BRISBANE,81,CA,94005,FALSE,(415) 999-0227,,6502514117,US,41 MARGARET AVE,BRISBANE,81,CA,94005,FALSE,milenadanchev@gmail.com,Milena Danchev,Konstantina Chilingirova
2557924,COLTER DEUTSCH TRUCKING,,US,5,1942 51ST STREET,MAGNOILA,133,MN,56158,FALSE,(507) 967-2355,(507) 227-4497,5079672392,US,1942 51ST STREET,MAGNOILA,133,MN,56158,FALSE,deutschtrucking@ilechsi.com,Colter Deutsch,Amanda Walker
2578518,CARGO TRANSPORT ALLIANCE LLC,CTA,US,4,1525 NW 167TH STREET  SUITE 115,MIAMI GARDENS,86,FL,33169,FALSE,(954) 889-3223,(718) 790-3016,3057357477,US,1525 NW 167TH STREET  SUITE 115,MIAMI GARDENS,86,FL,33169,FALSE,ctatech@hotmail.com,Khris Slusser,Khris Slusser
2556416,ACL TRUCKING INC,,US,9,9315 BOLSA AVE  #126,WESTMINSTER,59,CA,92683,FALSE,(714) 894-5213,,,US,9315 BOLSA AVE  #126,WESTMINSTER,59,CA,92683,FALSE,,Kayla Tran,
2571601,PORTILLO & SONS TRANSPORTATION LLC,,US,6,10550 GOODNIGHT LANE,DALLAS,113,TX,75220,FALSE,(469) 317-3371,,,US,2240 TARPLEY RD#271,CARROLLTON,113,TX,75006,FALSE,,Jose R Portillo,Jesse Portillo
2573179,GREYSTONE HEALTHCARE MANAGEMENT,,US,4,4042 PARK OAKS BLVD SUITE 300,TAMPA,47,FL,33610,FALSE,(813) 635-9500,,8664797529,US,4042 PARK OAKS BLVD SUITE 300,TAMPA,47,FL,33610,FALSE,,Ronald J. Swartz,
2565812,ACE GATHERING INC,,US,6,15000 STATE HWY 36 SOUTH,SOMERVILLE,41,TX,77879,FALSE,(202) 521-1493,(979) 525-6344,,US,PO BOX 1270,SOMERVILLE,41,TX,77879,FALSE,quinton@acegatehring.com,Quinton Rogers,
2559909,ONTIVITY,,US,6,5162 E HWY 175,KAUFMAN,257,TX,75142,FALSE,(469) 595-9689,,,US,5162 E HWY 175,KAUFMAN,257,TX,75142,FALSE,c.reynolds@ontivity.com,Dwain Farley,Cameron Swanson
2564240,SWIRE WATER SOLUTIONS INC,,US,6,28420 HARDY TOLL RD STE 100,SPRING,201,TX,77373,FALSE,(281) 210-5598,(281) 210-5598,2812105599,US,28420 HARDY TOLL RD STE 100,SPRING,201,TX,77373,FALSE,jacob.cooley@swirewater.com,Jacob Cooley,Chris Wasson
2576396,COMPLETE LANDSCULPTURE,,US,6,2000 SANDY LN,DALLAS,113,TX,75220,FALSE,(214) 358-5296,(214) 534-8069,2143575121,US,2000 SANDY LN,DALLAS,113,TX,75220,FALSE,michaell@completelandscupture.com,Michael Liggett,David Graeber
2575975,WESTERN WIRELINE INC,,US,9,4000 ALKEN ST,BAKERSFIELD,29,CA,93308,FALSE,(661) 589-4918,,6615899428,US,4000 ALKEN ST,BAKERSFIELD,29,CA,93308,FALSE,khartley@westernwireline.com,Kayla Hartley,Curtis Partain
2577003,SHAFER KLINE AND WARREN INC,,US,7,11250 CORPORATE AVENUE,LENEXA,91,KS,66219,FALSE,(913) 888-7800,(913) 302-6801,9138887868,US,11250 CORPORATE AVENUE,LENEXA,91,KS,66219,FALSE,ron.petering@skw-inc.com,Ron Petering,
2572858,TELLURIDE CONCIERGE LLC,,US,8,565 MOUNTAIN VILLAGE BLVD.,TELLURIDE,113,CO,81435,FALSE,(970) 728-2612,(970) 708-7771,,US,565 MOUNTAIN VILLAGE BLVD.,TELLURIDE,113,CO,81435,FALSE,robert@telski.com,Robert Stenhammer,Robert Szigeti
2569610,1960 MOVERS INC,FIREFIGHTINGS FINEST MOVING & STORAGE INC,US,6,4229 SPRING STUEBNER RD,SPRING,201,TX,77389,FALSE,(281) 353-1960,,,US,4229 SPRING STUEBNER RD,SPRING,201,TX,77389,FALSE,nate@fortworthmovers.com,Derrick Potter,
2570585,REPUBLIC SERVICES OF IOWA LLC,,US,7,3 EAST BENTON STREET,IOWA CITY,103,IA,52240,FALSE,(202) 359-9005,,,US,3 EAST BENTON STREET,IOWA CITY,103,IA,52240,FALSE,tkraft2@republicservices.com,Tyler Kraft,
2570931,SCOTT'S CRANE RENTAL INC,,US,7,109  CENTER ST,HOLTS SUMMIT,23,MO,65043,FALSE,(573) 896-5218,(573) 291-0839,5738965286,US,109  CENTER ST,HOLT SUMMIT,23,MO,65043,FALSE,dscott5455@cs.com,Josh Scott,William Scott
2567808,PATH OILFIELD SERVICES LLC,,US,6,985 COUNTY ROAD 1550,CHICO,497,TX,76431,FALSE,(940) 644-2659,(940) 210-9843,9406445417,US,PO BOX 528,CHICO,497,TX,76431,FALSE,mlppath@gmail.com,Chad Patterson,Ronnie Robertson
2533384,RHC MIDCON LP,,US,6,3118 NCR 1108,MIDLAND,329,TX,79706,FALSE,(805) 239-1010,,8052393330,US,PO BOX 2462,MIDLAND,329,TX,79702,FALSE,tortega@rhcteam.com,Jeff Hanesworth,Robert Heely
2559101,DRY RUN LLC,,US,9,6741 W ROCK SOLID WAY,CHANDLER,11,AZ,85226,FALSE,(408) 496-9633,,4804967212,US,6741 W ROCK SOLID WAY BOX 5062,CHANDLER,11,AZ,85226,FALSE,sthomas@rocksolidconcrete.com,Toby Ballentine,Craig R Tanner
2557593,JOY-PAIGE TRANSPORT LLC,,US,6,4050 FM 314,BEN WHEELER,467,TX,75754,FALSE,(903) 852-2269,(903) 707-0110,9032511401,US,4050 FM 314,BEN WHEELER,467,TX,75754,FALSE,kheva@joypaigetransport.com,Kheva Love Russell,Kheva Russell
2577323,CARGO TRANSPORTATION SERVICES LLC,,US,3,9 RUSTY DR,MECHANICSBURG,33,PA,17050,FALSE,(717) 991-6097,,,US,9 RUSTY DR,MECHANICSBURG,33,PA,17050,FALSE,cargodispatch2014@gmail.com,Jovo Milakovic,
2573650,VIRONEX TECHNICAL SERVICES LLC,,US,10,17270 WOODINVILLE-REDMOND RD,WOODINVILLE,27,WA,98072,FALSE,(425) 527-9700,(415) 302-1231,,US,PO BOX 1184,WOODINVILLE,27,WA,98072,FALSE,aamort@cascadedrilling.com,Alex Amort,Tyler Kopet
2574560,RIGHT TIME TRANSPORT INC,,US,9,105 S GARDENGLEN STREET,WEST COVINA,31,CA,91790,FALSE,(714) 548-9558,,,US,105 S GARDENGLEN STREET,WESTCOVINA,31,CA,91790,FALSE,righttimetransportinc@gmail.com,Anna Ly,
2563342,HB PRODUCTIONS INC,,US,6,317 CAMINO ALIRE,SANTA FE,49,NM,87501,FALSE,(505) 216-5299,,5052167878,US,317 CAMINO ALIRE,SANTA FE,49,NM,87501,FALSE,,Rhian Williams,
2569233,USA FREIGHT INC,,US,5,835 PEARSON ST APT 503,DES PLAINES,25,IL,60016,FALSE,(630) 884-8715,(954) 562-1947,6308848779,US,835 PEARSON ST APT 503,DES PLAINES,25,IL,60016,FALSE,safety@usafreight.net,Tamara Pavlovic,Veselin Vujovic
2559750,HYDRO RESOURCES GLOBAL SERVICE INC,,US,6,2245 TEXAS DRIVE STE 250,SUGAR LAND,157,TX,77479,FALSE,(713) 622-4033,,7136224602,US,2245 TEXAS DRIVE,SUGAR LAND,157,TX,77479,FALSE,khooey@hydroresources.com,Mark Mcwatters,Alton Cherry
2556758,CHIPPEWA HEAVY HAUL LLC,,US,5,801 WEST RIVER ST SUITE 1,CHIPPEWA FALLS,15,WI,54729,FALSE,(715) 563-2156,,,US,801 WEST RIVER ST SUITE 1,CHIPPEWA FALLS,15,WI,54729,FALSE,chippewaheavyhaul@gmail.com,April Shackleton,
2571229,GOODWILL INDUSTRIES OF FORT WORTH,,US,6,4005 CAMPUS DR,FORT WORTH,439,TX,76119,FALSE,(517) 507-0612,,,US,PO BOX 15520,FORT WORTH,439,TX,76119,FALSE,,Nate Lear,
